,Ticker,Indicador,ATUAL,2021,2020,2019,2018,2017,2016,2015,2014,2013,Setor
14,BRPR3,Dív. líquida/PL ,"0,28","0,28","0,15","0,07","0,34","0,30","0,51","0,51","0,60","0,60",Exploração de Imóveis
15,BRPR3,Dív. líquida/EBITDA ,"9,05","10,07","2,91","0,67",-,-,-,-,-,-,Exploração de Imóveis
16,BRPR3,Dív. líquida/EBIT ,"10,89","10,89","3,00","0,69","3,89","3,68","17,18","-34,68","4,18","6,46",Exploração de Imóveis
17,BRPR3,PL/Ativos ,"0,63","0,63","0,68","0,72","0,55","0,60","0,52","0,51","0,50","0,49",Exploração de Imóveis
18,BRPR3,Passivos/Ativos ,"0,37","0,37","0,32","0,28","0,45","0,40","0,48","0,49","0,49","0,50",Exploração de Imóveis
19,BRPR3,Liq. corrente ,"1,56","1,56","3,57","4,86","1,47","1,73","1,77","2,00","1,84","1,21",Exploração de Imóveis
20,BRPR3,M. Bruta ,"100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%",Exploração de Imóveis
21,BRPR3,M. EBITDA ,"66,56%","59,77%","117,07%","209,48%",-%,-%,-%,-%,-%,-%,Exploração de Imóveis
22,BRPR3,M. EBIT ,"55,26%","55,26%","113,89%","204,36%","123,44%","113,08%","29,95%","-9,63%","102,40%","77,00%",Exploração de Imóveis
23,BRPR3,M. Líquida ,"9,81%","9,81%","65,78%","82,10%","3,25%","64,36%","6,19%","-107,66%","31,60%","8,79%",Exploração de Imóveis
24,BRPR3,ROE ,"0,45%","0,45%","2,83%","4,32%","0,23%","4,71%","0,61%","-16,59%","4,40%","1,06%",Exploração de Imóveis
25,BRPR3,ROA ,"0,28%","0,28%","1,94%","3,13%","0,13%","2,83%","0,31%","-8,40%","2,21%","0,52%",Exploração de Imóveis
26,BRPR3,ROIC ,"1,62%","1,62%","2,54%","6,51%","3,85%","5,52%","1,34%","-2,49%","8,26%","5,16%",Exploração de Imóveis
27,BRPR3,Giro ativos ,"0,03","0,03","0,03","0,04","0,04","0,04","0,05","0,08","0,07","0,06",Exploração de Imóveis
28,BRPR3,CAGR Receitas 5 anos ,"-6,86%","-6,86%","-15,19%","-14,64%","-14,53%","-7,36%","6,33%","28,45%","49,31%",-%,Exploração de Imóveis
29,BRPR3,CAGR Lucros 5 anos ,"2,11%","2,11%",-%,"3,32%","-29,93%","-25,61%","-38,78%",-%,"9,66%",-%,Exploração de Imóveis
0,BRQB3,D.Y ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Programas e Serviços
1,BRQB3,P/L ,"0,00",-,-,-,-,-,-,-,-,-,Programas e Serviços
2,BRQB3,PEG Ratio ,"0,00",-,-,-,-,-,-,-,-,-,Programas e Serviços
3,BRQB3,P/VP ,"0,00",-,-,-,-,-,-,-,-,-,Programas e Serviços
4,BRQB3,EV/EBITDA ,-,-,-,-,-,-,-,-,-,-,Programas e Serviços
5,BRQB3,EV/EBIT ,"-1,19",-,-,-,-,-,-,-,-,-,Programas e Serviços
6,BRQB3,P/EBITDA ,-,-,-,-,-,-,-,-,-,-,Programas e Serviços
7,BRQB3,P/EBIT ,"0,00",-,-,-,-,-,-,-,-,-,Programas e Serviços
8,BRQB3,VPA ,"0,89","0,90","0,78","0,81","0,69","0,54","0,55",-,-,-,Programas e Serviços
9,BRQB3,P/Ativo ,"0,00",-,-,-,-,-,-,-,-,-,Programas e Serviços
10,BRQB3,LPA ,"0,28","0,28","0,32","0,22","0,18","0,01","-0,03",-,-,-,Programas e Serviços
11,BRQB3,P/SR ,"0,00",-,-,-,-,-,-,-,-,-,Programas e Serviços
12,BRQB3,P/Cap. Giro ,"0,00",-,-,-,-,-,-,-,-,-,Programas e Serviços
13,BRQB3,P/Ativo Circ. Liq. ,"0,00",-,-,-,-,-,-,-,-,-,Programas e Serviços
14,BRQB3,Dív. líquida/PL ,"-0,84","-0,85","-0,57","-0,56","-0,56","-0,52","-0,34","-0,24","-0,18","0,13",Programas e Serviços
15,BRQB3,Dív. líquida/EBITDA ,-,-,-,-,-,-,-,-,-,-,Programas e Serviços
16,BRQB3,Dív. líquida/EBIT ,"-1,19","-1,19","-0,85","-1,32","-1,44","-19,85","4,13","-1,80","-2,80","2,69",Programas e Serviços
17,BRQB3,PL/Ativos ,"0,34","0,34","0,37","0,51","0,48","0,49","0,49","0,49","0,47","0,45",Programas e Serviços
18,BRQB3,Passivos/Ativos ,"0,66","0,66","0,62","0,49","0,51","0,51","0,51","0,50","0,53","0,55",Programas e Serviços
19,BRQB3,Liq. corrente ,"1,89","1,89","2,06","1,87","2,15","2,01","1,90","1,67","1,67","1,64",Programas e Serviços
20,BRQB3,M. Bruta ,"35,98%","35,98%","32,79%","31,09%","26,78%","19,25%","18,78%","19,51%","17,09%","14,77%",Programas e Serviços
21,BRQB3,M. EBITDA ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Programas e Serviços
22,BRQB3,M. EBIT ,"13,48%","13,48%","13,39%","10,67%","9,75%","0,60%","-1,71%","2,44%","1,11%","0,84%",Programas e Serviços
23,BRQB3,M. Líquida ,"5,87%","5,87%","8,23%","6,93%","6,54%","0,62%","-1,29%","1,49%","0,21%","0,40%",Programas e Serviços
24,BRQB3,ROE ,"30,88%","31,38%","41,11%","27,38%","26,10%","2,69%","-6,29%","8,15%","1,19%","2,40%",Programas e Serviços
25,BRQB3,ROA ,"10,63%","10,63%","15,32%","13,87%","12,62%","1,32%","-3,10%","4,01%","0,56%","1,08%",Programas e Serviços
26,BRQB3,ROIC ,"34,89%","34,89%","26,03%","24,62%","21,55%","2,42%","-10,30%","9,80%","4,19%","3,66%",Programas e Serviços
27,BRQB3,Giro ativos ,"1,81","1,81","1,86","2,00","1,93","2,12","2,40","2,69","2,65","2,68",Programas e Serviços
28,BRQB3,CAGR Receitas 5 anos ,"12,30%","12,30%","3,80%","-0,37%","-4,14%","-5,08%",-%,-%,-%,-%,Programas e Serviços
29,BRQB3,CAGR Lucros 5 anos ,-%,-%,"46,04%","100,37%","67,43%","-34,65%",-%,-%,-%,-%,Programas e Serviços
0,BRSR3,D.Y ,"8,78%","8,04%","4,17%","5,41%","6,29%","1,03%","5,35%","10,01%","5,21%","3,10%",Bancos
1,BRSR3,P/L ,"5,20","4,47","10,39","7,41","9,64","9,86","6,36","4,18","8,37","7,10",Bancos
2,BRSR3,PEG Ratio ,"0,17","0,06",-,-,"-0,56","0,20","-0,37","0,10","-0,49","-0,70",Bancos
3,BRSR3,P/VP ,"0,55","0,54","0,77","1,21","1,20","1,54","0,72","0,59","0,92","1,03",Bancos
4,BRSR3,EV/EBITDA ,-,-,-,"5,63","5,40","4,79","3,58","2,78","6,74","4,71",Bancos
5,BRSR3,EV/EBIT ,"4,19","2,98","7,91","6,91","6,26","5,45","4,07","2,91","7,22","4,95",Bancos
6,BRSR3,P/EBITDA ,-,-,-,"5,80","5,30","6,12","3,75","3,37","6,30","4,79",Bancos
7,BRSR3,P/EBIT ,"4,41","3,28","8,22","7,12","6,15","6,96","4,26","3,52","6,74","5,02",Bancos
8,BRSR3,VPA ,"22,12","22,12","20,40","19,05","17,79","17,19","15,75","15,17","13,86","12,59",Bancos
9,BRSR3,P/Ativo ,"0,05","0,05","0,07","0,12","0,11","0,15","0,07","0,06","0,09","0,10",Bancos
10,BRSR3,LPA ,"2,32","2,65","1,52","3,10","2,22","2,68","1,78","2,15","1,52","1,83",Bancos
11,BRSR3,P/SR ,"0,60","0,63","0,87","1,17","1,04","1,16","0,44","0,38","0,70","0,85",Bancos
12,BRSR3,P/Cap. Giro ,"3,14","3,09","1,61","1,90","0,83","0,68","0,97","3,80","-2,40","-1,63",Bancos
13,BRSR3,P/Ativo Circ. Liq. ,"-0,05","-0,05","-0,08","-3,30","-0,24","-0,38","-0,13","-0,10","-0,16","-0,18",Bancos
14,BRSR3,Dív. líquida/PL ,-,-,-,-,-,-,-,-,-,-,Bancos
15,BRSR3,Dív. líquida/EBITDA ,-,-,-,-,-,-,-,-,-,-,Bancos
16,BRSR3,Dív. líquida/EBIT ,-,-,-,-,-,-,-,-,-,-,Bancos
17,BRSR3,PL/Ativos ,"0,09","0,09","0,09","0,09","0,09","0,10","0,10","0,10","0,10","0,10",Bancos
18,BRSR3,Passivos/Ativos ,"0,91","0,93","0,92","0,91","0,91","0,90","0,90","0,90","0,90","0,90",Bancos
19,BRSR3,Liq. corrente ,"1,33","1,37","2,34","0,04",-,-,-,-,-,-,Bancos
20,BRSR3,M. Bruta ,"58,44%","53,12%","60,03%","56,18%","53,77%","49,24%","49,22%","32,21%","42,19%","50,60%",Bancos
21,BRSR3,M. EBITDA ,-%,-%,-%,"20,10%","19,52%","18,93%","11,83%","11,31%","11,10%","17,82%",Bancos
22,BRSR3,M. EBIT ,"13,65%","19,24%","10,61%","16,39%","16,84%","16,64%","10,40%","10,80%","10,37%","16,98%",Bancos
23,BRSR3,M. Líquida ,"11,57%","14,12%","8,40%","15,74%","10,74%","11,75%","6,96%","9,10%","8,35%","12,01%",Bancos
24,BRSR3,ROE ,"10,49%","11,93%","7,51%","16,27%","12,33%","14,88%","10,83%","13,59%","10,69%","14,04%",Bancos
25,BRSR3,ROA ,"0,91%","1,04%","0,68%","1,54%","1,16%","1,47%","1,04%","1,29%","1,03%","1,38%",Bancos
26,BRSR3,ROIC ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Bancos
27,BRSR3,Giro ativos ,"0,08","0,07","0,08","0,10","0,11","0,13","0,15","0,14","0,12","0,12",Bancos
28,BRSR3,CAGR Receitas 5 anos ,"-5,99%","-5,99%","-5,25%","1,64%","6,29%","9,30%","12,86%","16,03%",-%,-%,Bancos
29,BRSR3,CAGR Lucros 5 anos ,"5,43%","8,28%","-6,76%","15,39%","3,93%","5,60%","-4,85%","2,97%",-%,-%,Bancos
0,BSLI3,D.Y ,"5,31%","1,75%","2,56%","0,50%",-%,-%,-%,-%,-%,-%,Bancos
1,BSLI3,P/L ,"14,57","-24,95","14,66","4,90","4,98",-,-,-,-,-,Bancos
2,BSLI3,PEG Ratio ,"0,41","0,12",-,-,"-1,95",-,-,-,-,-,Bancos
3,BSLI3,P/VP ,"3,40","3,91","2,86","1,09","0,90",-,-,-,-,-,Bancos
4,BSLI3,EV/EBITDA ,-,-,-,-,-,-,-,-,-,-,Bancos
5,BSLI3,EV/EBIT ,"13,65","-29,42",-,-,-,-,-,-,-,-,Bancos
6,BSLI3,P/EBITDA ,-,-,-,"2,85",-,-,-,-,-,-,Bancos
7,BSLI3,P/EBIT ,"14,52","-32,03","8,85","3,25","2,84",-,-,-,-,-,Bancos
8,BSLI3,VPA ,"7,17","7,17","54,48","47,85","37,60","34,88","32,34","33,57","32,10","29,37",Bancos
9,BSLI3,P/Ativo ,"0,29","0,33","0,23","0,11","0,08",-,-,-,-,-,Bancos
10,BSLI3,LPA ,"1,67","-1,12","10,64","10,61","6,82","7,00","5,52","2,90","5,44","5,38",Bancos
11,BSLI3,P/SR ,"2,98","2,94","2,36","0,61","0,54",-,-,-,-,-,Bancos
12,BSLI3,P/Cap. Giro ,"-0,85","-0,97","-1,13","-0,60","-0,56",-,-,-,-,-,Bancos
13,BSLI3,P/Ativo Circ. Liq. ,"-0,32","-0,36","-0,28","-0,17","-0,13",-,-,-,-,-,Bancos
14,BSLI3,Dív. líquida/PL ,-,-,-,-,-,-,-,-,-,-,Bancos
15,BSLI3,Dív. líquida/EBITDA ,-,-,-,-,-,-,-,-,-,-,Bancos
16,BSLI3,Dív. líquida/EBIT ,-,-,-,-,-,-,-,-,-,-,Bancos
17,BSLI3,PL/Ativos ,"0,09","0,08","0,07","0,10","0,09","0,10","0,10","0,10","0,10","0,10",Bancos
18,BSLI3,Passivos/Ativos ,"0,91","0,96","0,92","0,91","0,91","0,90","0,90","0,89","0,89","0,90",Bancos
19,BSLI3,Liq. corrente ,"0,20",-,"0,49","0,07","0,72","0,90","0,79",-,-,-,Bancos
20,BSLI3,M. Bruta ,"46,09%","71,21%","75,23%","73,93%","65,53%","56,08%","45,91%","46,05%","56,34%","53,73%",Bancos
21,BSLI3,M. EBITDA ,-%,-%,-%,"21,39%",-%,-%,-%,-%,-%,-%,Bancos
22,BSLI3,M. EBIT ,"20,53%","-9,18%","26,67%","18,71%","19,10%","15,07%","9,41%","4,12%","13,34%","15,54%",Bancos
23,BSLI3,M. Líquida ,"20,46%","-11,79%","16,10%","12,42%","10,88%","10,42%","7,58%","3,87%","8,16%","9,52%",Bancos
24,BSLI3,ROE ,"23,36%","-16,37%","21,40%","22,12%","18,15%","17,32%","14,19%","7,65%","15,54%","17,72%",Bancos
25,BSLI3,ROA ,"1,99%","-1,34%","1,56%","2,32%","1,65%","1,79%","1,47%","0,76%","1,54%","1,69%",Bancos
26,BSLI3,ROIC ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Bancos
27,BSLI3,Giro ativos ,"0,10","0,11","0,10","0,19","0,15","0,17","0,19","0,20","0,19","0,18",Bancos
28,BSLI3,CAGR Receitas 5 anos ,"5,49%","5,49%","-2,43%","5,10%","2,11%","6,88%","10,08%","14,46%",-%,-%,Bancos
29,BSLI3,CAGR Lucros 5 anos ,"24,83%",-%,"29,73%","14,30%","4,87%","6,91%","11,54%","-14,96%",-%,-%,Bancos
0,CALI3,D.Y ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Incorporações
1,CALI3,P/L ,"4,89",-,-,-,-,-,-,-,-,-,Incorporações
2,CALI3,PEG Ratio ,"0,02",-,-,-,-,-,-,-,-,-,Incorporações
3,CALI3,P/VP ,"3,99",-,-,-,-,-,-,-,-,-,Incorporações
4,CALI3,EV/EBITDA ,"6,15",-,-,-,-,-,-,-,-,-,Incorporações
5,CALI3,EV/EBIT ,"6,15",-,-,-,-,-,-,-,-,-,Incorporações
6,CALI3,P/EBITDA ,"2,66",-,-,-,-,-,-,-,-,-,Incorporações
7,CALI3,P/EBIT ,"2,66",-,-,-,-,-,-,-,-,-,Incorporações
8,CALI3,VPA ,"24,62","24,62","8,87","3,65","69,94","65,08","60,05","72,21","42,32","26,98",Incorporações
9,CALI3,P/Ativo ,"0,19",-,-,-,-,-,-,-,-,-,Incorporações
10,CALI3,LPA ,"20,07","20,07","5,22","-66,29","6,72","12,38","11,30","39,20","22,41","50,40",Incorporações
11,CALI3,P/SR ,"0,50",-,-,-,-,-,-,-,-,-,Incorporações
12,CALI3,P/Cap. Giro ,"0,65",-,-,-,-,-,-,-,-,-,Incorporações
13,CALI3,P/Ativo Circ. Liq. ,"-0,46",-,-,-,-,-,-,-,-,-,Incorporações
14,CALI3,Dív. líquida/PL ,"6,55","6,55","7,31","0,45","-0,02","-0,18","-0,30","-0,67","-0,84","-0,39",Incorporações
15,CALI3,Dív. líquida/EBITDA ,"4,36","4,36","5,90","-0,02",-,-,-,-,-,-,Incorporações
16,CALI3,Dív. líquida/EBIT ,"4,36","4,36","6,31","-0,02","-0,20","-1,13","-0,56","-1,16","-1,39","-0,28",Incorporações
17,CALI3,PL/Ativos ,"0,05","0,05","0,03","0,02","0,57","0,51","0,48","0,49","0,36","0,29",Incorporações
18,CALI3,Passivos/Ativos ,"0,95","0,95","0,97","0,98","0,43","0,49","0,52","0,51","0,64","0,71",Incorporações
19,CALI3,Liq. corrente ,"1,99","1,99","2,56","2,98","3,35","1,58","2,31","2,14","1,61","1,19",Incorporações
20,CALI3,M. Bruta ,"35,13%","35,13%","18,39%","-72,89%","-0,51%","16,37%","39,39%","48,74%","47,44%","46,82%",Incorporações
21,CALI3,M. EBITDA ,"18,84%","18,84%","13,63%","-621,86%",-%,-%,-%,-%,-%,-%,Incorporações
22,CALI3,M. EBIT ,"18,84%","18,84%","12,73%","-628,61%","29,75%","31,59%","44,62%","34,30%","21,08%","32,44%",Incorporações
23,CALI3,M. Líquida ,"10,23%","10,23%","6,47%","-605,15%","36,69%","38,08%","15,49%","32,05%","18,53%","43,60%",Incorporações
24,CALI3,ROE ,"81,51%","81,51%","58,84%","-1.815,01%","9,61%","19,01%","18,82%","54,29%","52,97%","186,85%",Incorporações
25,CALI3,ROA ,"3,90%","3,90%","1,56%","-30,88%","5,45%","9,67%","9,09%","26,50%","18,94%","54,25%",Incorporações
26,CALI3,ROIC ,"13,05%","13,05%","8,37%","-1.214,02%","7,73%","15,35%","14,05%","48,67%","51,29%","82,18%",Incorporações
27,CALI3,Giro ativos ,"0,38","0,38","0,24","0,05","0,15","0,25","0,59","0,83","1,02","1,24",Incorporações
28,CALI3,CAGR Receitas 5 anos ,"21,88%","21,88%","-7,97%","-38,15%","-30,83%","-17,94%","7,76%","38,69%","35,70%","35,06%",Incorporações
29,CALI3,CAGR Lucros 5 anos ,"12,16%","12,16%","-33,18%",-%,"-33,17%","8,72%",-%,-%,-%,-%,Incorporações
0,CAMB3,D.Y ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Calçados
1,CAMB3,P/L ,"7,95","7,58","10,85","1,31",-,-,-,-,-,-,Calçados
2,CAMB3,PEG Ratio ,"0,32","0,30",-,-,-,-,-,-,-,-,Calçados
3,CAMB3,P/VP ,"1,75","1,67","2,45","0,36",-,-,-,-,-,-,Calçados
4,CAMB3,EV/EBITDA ,"7,25",-,-,"2,11",-,-,-,-,-,-,Calçados
5,CAMB3,EV/EBIT ,"8,71",-,-,"2,50",-,-,-,-,-,-,Calçados
6,CAMB3,P/EBITDA ,"5,04","4,81","10,95","0,59",-,-,-,-,-,-,Calçados
7,CAMB3,P/EBIT ,"6,06","5,77","15,05","0,70",-,-,-,-,-,-,Calçados
8,CAMB3,VPA ,"2,96","2,96","2,31","19,27","6,32","1,81","-0,94","0,02","0,79","0,48",Calçados
9,CAMB3,P/Ativo ,"0,69","0,65","0,85","0,11",-,-,-,-,-,-,Calçados
10,CAMB3,LPA ,"0,65","0,65","0,52","5,24","4,32","11,60","-0,87","-0,73","0,37","0,01",Calçados
11,CAMB3,P/SR ,"0,91","0,87","1,53","0,12",-,-,-,-,-,-,Calçados
12,CAMB3,P/Cap. Giro ,"22,64","21,59","-48,19","2,14",-,-,-,-,-,-,Calçados
13,CAMB3,P/Ativo Circ. Liq. ,"-1,17","-1,12","-1,35","-0,20",-,-,-,-,-,-,Calçados
14,CAMB3,Dív. líquida/PL ,"0,74","0,73","0,67","0,94","2,19","12,54",-,"202,86","4,39","7,92",Calçados
15,CAMB3,Dív. líquida/EBITDA ,"2,12","2,12","3,00","1,55",-,-,-,-,-,-,Calçados
16,CAMB3,Dív. líquida/EBIT ,"2,55","2,55","4,12","1,85","1,84","4,38","10,66","4,14","2,94","5,05",Calçados
17,CAMB3,PL/Ativos ,"0,39","0,39","0,35","0,31","0,11","0,03","-0,16","0,00","0,11","0,07",Calçados
18,CAMB3,Passivos/Ativos ,"0,61","0,61","0,66","0,70","0,89","0,97","1,16","1,00","0,89","0,93",Calçados
19,CAMB3,Liq. corrente ,"1,08","1,08","0,95","1,13","0,85","0,76","0,63","0,76","1,04","1,38",Calçados
20,CAMB3,M. Bruta ,"46,89%","46,89%","45,00%","44,06%","40,81%","39,55%","38,03%","40,41%","43,45%","40,82%",Calçados
21,CAMB3,M. EBITDA ,"18,06%","18,06%","13,93%","20,51%",-%,-%,-%,-%,-%,-%,Calçados
22,CAMB3,M. EBIT ,"15,03%","15,03%","10,13%","17,26%","11,69%","7,69%","4,11%","12,12%","16,04%","9,81%",Calçados
23,CAMB3,M. Líquida ,"11,45%","11,45%","14,06%","9,19%","6,72%","17,24%","-12,07%","-9,83%","4,98%","0,09%",Calçados
24,CAMB3,ROE ,"21,99%","21,91%","22,61%","27,21%","68,34%","642,23%","-92,31%","-3.975,25%","46,28%","1,49%",Calçados
25,CAMB3,ROA ,"8,62%","8,62%","7,82%","8,31%","7,74%","20,18%","-14,89%","-10,43%","5,20%","0,10%",Calçados
26,CAMB3,ROIC ,"13,41%","13,41%","3,90%","19,71%","24,48%","-14,09%","11,22%","21,05%","24,88%","15,32%",Calçados
27,CAMB3,Giro ativos ,"0,75","0,75","0,56","0,90","1,15","1,17","1,23","1,06","1,04","1,05",Calçados
28,CAMB3,CAGR Receitas 5 anos ,"-2,78%","-2,78%","-11,36%","-4,98%","-2,67%","-1,10%","0,06%","3,08%","4,95%","5,72%",Calçados
29,CAMB3,CAGR Lucros 5 anos ,-%,-%,-%,"7,43%","129,04%",-%,-%,-%,"-27,31%",-%,Calçados
0,CAML3,D.Y ,"2,94%","2,17%","5,27%","1,99%","2,28%",-%,-%,-%,-%,,Alimentos Diversos
1,CAML3,P/L ,"26,62","9,81","8,85","15,42","7,98",-,-,-,-,,Alimentos Diversos
2,CAML3,PEG Ratio ,"-0,36","0,46",-,-,-,-,-,-,-,,Alimentos Diversos
3,CAML3,P/VP ,"1,12","1,55","1,82","1,74","1,38",-,-,-,-,,Alimentos Diversos
4,CAML3,EV/EBITDA ,-,-,"7,03","10,69","7,21",-,-,-,-,,Alimentos Diversos
5,CAML3,EV/EBIT ,"8,26","9,20","8,39","15,85","9,15",-,-,-,-,,Alimentos Diversos
6,CAML3,P/EBITDA ,-,-,"5,52","8,35","5,97",-,-,-,-,,Alimentos Diversos
7,CAML3,P/EBIT ,"5,25","7,09","6,58","12,39","7,57",-,-,-,-,,Alimentos Diversos
8,CAML3,VPA ,"7,98","7,32","6,08","5,18","5,10",-,-,-,-,,Alimentos Diversos
9,CAML3,P/Ativo ,"0,40","0,68","0,85","0,71","0,67",-,-,-,-,,Alimentos Diversos
10,CAML3,LPA ,"0,33","1,16","1,25","0,58","0,88",-,-,-,-,,Alimentos Diversos
11,CAML3,P/SR ,"0,36","0,51","0,55","0,68","0,61",-,-,-,-,,Alimentos Diversos
12,CAML3,P/Cap. Giro ,"1,08","1,91","2,81","2,37","1,56",-,-,-,-,,Alimentos Diversos
13,CAML3,P/Ativo Circ. Liq. ,"-1,08","-1,78","-1,94","-1,78","-1,87",-,-,-,-,,Alimentos Diversos
14,CAML3,Dív. líquida/PL ,"0,64","0,46","0,50","0,48","0,33","0,77","0,70","0,80",-,,Alimentos Diversos
15,CAML3,Dív. líquida/EBITDA ,-,-,"1,51","2,33","1,24","2,13","1,82","2,16",-,,Alimentos Diversos
16,CAML3,Dív. líquida/EBIT ,"3,03","2,11","1,81","3,46","1,58","2,62","2,17","2,72",-,,Alimentos Diversos
17,CAML3,PL/Ativos ,"0,35","0,44","0,47","0,49","0,48","0,36","0,38","0,35",-,,Alimentos Diversos
18,CAML3,Passivos/Ativos ,"0,65","0,56","0,53","0,51","0,52","0,64","0,62","0,65",-,,Alimentos Diversos
19,CAML3,Liq. corrente ,"2,35","2,38","2,17","2,24","3,47","1,69","1,76","1,82",-,,Alimentos Diversos
20,CAML3,M. Bruta ,"20,22%","20,40%","22,25%","23,18%","25,73%","24,67%","24,68%","24,45%","23,16%",,Alimentos Diversos
21,CAML3,M. EBITDA ,-%,-%,"9,95%","8,20%","10,20%","10,54%","11,06%","10,00%","9,83%",,Alimentos Diversos
22,CAML3,M. EBIT ,"6,77%","7,15%","8,33%","5,53%","8,04%","8,57%","9,31%","7,97%","7,75%",,Alimentos Diversos
23,CAML3,M. Líquida ,"1,34%","5,17%","6,20%","4,44%","7,63%","5,38%","4,07%","2,62%","2,86%",,Alimentos Diversos
24,CAML3,ROE ,"4,20%","15,85%","20,57%","11,05%","19,90%","18,42%","14,13%","9,69%",-%,,Alimentos Diversos
25,CAML3,ROA ,"1,48%","6,96%","9,62%","5,40%","9,58%","6,54%","5,39%","3,39%",-%,,Alimentos Diversos
26,CAML3,ROIC ,"8,40%","10,50%","13,89%","8,19%","12,18%","10,77%","12,33%","10,94%",-%,,Alimentos Diversos
27,CAML3,Giro ativos ,"1,11","1,35","1,55","1,22","1,26","1,22","1,32","1,29",-,,Alimentos Diversos
28,CAML3,CAGR Receitas 5 anos ,"12,04%","12,04%","12,04%","7,98%",-%,-%,-%,-%,-%,,Alimentos Diversos
29,CAML3,CAGR Lucros 5 anos ,"1,70%","31,12%","33,10%","17,95%",-%,-%,-%,-%,-%,,Alimentos Diversos
0,CARD3,D.Y ,"3,57%","3,72%","2,02%","2,09%","5,09%","3,68%","6,33%","5,70%","2,88%",-%,Serviços Diversos
1,CARD3,P/L ,"9,98","9,02","13,48","19,10","8,78","9,11","5,87","6,55","12,88","811,74",Serviços Diversos
2,CARD3,PEG Ratio ,"0,34","0,31",-,-,"-0,32","0,31","0,07","0,09","0,00","-8,18",Serviços Diversos
3,CARD3,P/VP ,"1,76","1,59","2,16","1,99","1,20","1,84","1,06","0,73","0,91","0,95",Serviços Diversos
4,CARD3,EV/EBITDA ,"4,12","3,74","5,20","5,81","3,85","4,16","2,75","2,45","3,91","6,50",Serviços Diversos
5,CARD3,EV/EBIT ,"6,82","6,19","9,60","13,48","6,54","6,08","4,31","4,20","7,75","26,40",Serviços Diversos
6,CARD3,P/EBITDA ,"3,99","3,60","4,82","4,95","3,53","4,10","2,25","1,78","2,72","4,30",Serviços Diversos
7,CARD3,P/EBIT ,"6,60","5,96","8,90","11,49","6,00","6,00","3,53","3,06","5,40","17,45",Serviços Diversos
8,CARD3,VPA ,"8,20","8,20","6,99","6,15","5,76","5,36","4,63","4,10","3,42","3,30",Serviços Diversos
9,CARD3,P/Ativo ,"1,06","0,96","1,17","1,03","0,73","1,03","0,58","0,33","0,41","0,42",Serviços Diversos
10,CARD3,LPA ,"1,45","1,45","1,12","0,64","0,78","1,08","0,84","0,45","0,24","0,00",Serviços Diversos
11,CARD3,P/SR ,"1,18","1,06","1,38","1,18","0,69","0,85","0,44","0,27","0,36","0,41",Serviços Diversos
12,CARD3,P/Cap. Giro ,"24,82","22,43","28,82","-82,06","15,73","18,65","-20,20","-8,50","-9,09","89,64",Serviços Diversos
13,CARD3,P/Ativo Circ. Liq. ,"-1,50","-1,36","-1,67","-1,41","-1,03","-1,55","-0,80","-0,43","-0,51","-0,53",Serviços Diversos
14,CARD3,Dív. líquida/PL ,"0,06","0,06","0,17","0,35","0,11","0,03","0,23","0,27","0,40","0,49",Serviços Diversos
15,CARD3,Dív. líquida/EBITDA ,"0,14","0,14","0,38","0,86","0,32","0,06","0,50","0,67","1,18","2,20",Serviços Diversos
16,CARD3,Dív. líquida/EBIT ,"0,23","0,23","0,70","2,00","0,54","0,08","0,78","1,15","2,35","8,95",Serviços Diversos
17,CARD3,PL/Ativos ,"0,60","0,60","0,54","0,52","0,61","0,56","0,55","0,46","0,45","0,44",Serviços Diversos
18,CARD3,Passivos/Ativos ,"0,40","0,40","0,46","0,48","0,39","0,44","0,45","0,54","0,55","0,56",Serviços Diversos
19,CARD3,Liq. corrente ,"1,17","1,17","1,16","0,96","1,19","1,20","0,91","0,85","0,82","1,02",Serviços Diversos
20,CARD3,M. Bruta ,"32,30%","32,30%","29,72%","25,21%","24,11%","27,99%","26,14%","22,31%","20,60%","16,72%",Serviços Diversos
21,CARD3,M. EBITDA ,"29,47%","29,47%","28,63%","23,89%","19,41%","20,60%","19,51%","15,07%","13,39%","9,58%",Serviços Diversos
22,CARD3,M. EBIT ,"17,81%","17,81%","15,51%","10,29%","11,43%","14,10%","12,45%","8,79%","6,75%","2,36%",Serviços Diversos
23,CARD3,M. Líquida ,"11,77%","11,77%","10,24%","6,19%","7,81%","9,28%","7,49%","4,10%","2,83%","0,05%",Serviços Diversos
24,CARD3,ROE ,"17,65%","17,65%","16,01%","10,43%","13,62%","20,19%","18,05%","11,11%","7,07%","0,12%",Serviços Diversos
25,CARD3,ROA ,"10,62%","10,62%","8,67%","5,41%","8,34%","11,28%","9,85%","5,06%","3,17%","0,05%",Serviços Diversos
26,CARD3,ROIC ,"14,87%","14,87%","12,28%","9,97%","12,26%","17,93%","17,83%","14,53%","9,97%","2,90%",Serviços Diversos
